id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
7622,df,4.2,询问明日能否还款,十五号看一下吧看情况吗,十五号看一下吧看情况吗,6.1,同意明日还款,yes
7623,benrenshoucui,4.2,询问明日能否还款,嗯明天,嗯明天,6.1,同意明日还款,yes
7624,benrenshoucui,4.2,询问明日能否还款,可以明天可以的,可以明天可以的,6.1,同意明日还款,yes
7625,benrenshoucui,4.2,询问明日能否还款,啊最迟明天早上,啊最迟明天早上,6.1,同意明日还款,yes
7626,GHSC,4.2,询问明日能否还款,明天八点呢明天就可能后天好一点明天可能不行以后天见这两天应该可以的好吧嗯,明天八点呢明天就可能后天好一点明天可能不行以后天见这两天应该可以的好吧嗯,6.1,同意明日还款,yes
7627,RESC,4.2,询问明日能否还款,能吧那我明天尽量处理呀,能吧那我明天尽量处理呀,6.1,同意明日还款,yes
7628,df,4.2,询问明日能否还款,那天出的话明天明天,那天出的话明天,6.1,同意明日还款,yes
7629,RESC,4.2,询问明日能否还款,等两天,等两天,6.1,同意明日还款,yes
7630,df,4.2,询问明日能否还款,您可以可以,您可以,6.1,同意明日还款,yes
7631,benrenshoucui,4.2,询问明日能否还款,我要明天才回去了,我要明天才回去了,6.1,同意明日还款,yes
7632,benrenshoucui,4.2,询问明日能否还款,喂明天中午才行,喂明天中午才行,6.1,同意明日还款,yes
7633,df,4.2,询问明日能否还款,明天账号,明天账号,6.1,同意明日还款,yes
7634,benrenshoucui,4.2,询问明日能否还款,啊不行要明天,啊不行要明天,6.1,同意明日还款,yes
7635,benrenshoucui,4.2,询问明日能否还款,哦明天处理,哦明天处理,6.1,同意明日还款,yes
7636,df,4.2,询问明日能否还款,哦知道知道我明天或者是明天吧你知道吧明天我就能打进去,哦知道我明天或者是明天吧你知道吧明天我就能打进去,6.1,同意明日还款,yes
7637,benrenshoucui,4.2,询问明日能否还款,新哦没问题那个我这就呃明天就可以给给你转过去了,新哦没问题那个我这就呃明天就可以给你转过去了,6.1,同意明日还款,yes
7638,df,4.2,询问明日能否还款,啊明天去正好哇我知道啊嗯,啊明天去正好哇我知道啊嗯,6.1,同意明日还款,yes
7639,df,4.2,询问明日能否还款,我两天吧,我两天吧,6.1,同意明日还款,yes
7640,benrenshoucui,4.2,询问明日能否还款,额可能要后天吗,额可能要后天吗,6.1,同意明日还款,yes
7641,df,4.2,询问明日能否还款,哦完了那我忘记了等一下我明天早上充进去,哦完了那我忘记了等一下我明天早上充进去,6.1,同意明日还款,yes
7642,df,4.2,询问明日能否还款,哦哦那我我明天我,哦那我明天我,6.1,同意明日还款,yes
7643,benrenshoucui,4.2,询问明日能否还款,呃我知道我知道因为我们在外面的马上呃明天明天回去明天回去直接就给你打上你们就直接可以扣款,呃我知道因为我们在外面的马上呃明天回去明天回去直接就给你打上你们就直接可以扣款,6.1,同意明日还款,yes
7644,RESC,4.2,询问明日能否还款,大后天吧一号,大后天吧一号,6.1,同意明日还款,yes
7645,benrenshoucui,4.2,询问明日能否还款,哎呃明天,哎呃明天,6.1,同意明日还款,yes
7646,df,4.2,询问明日能否还款,问他他里面有钱呀明天呀,问他里面有钱呀明天呀,6.1,同意明日还款,yes
7647,df,4.2,询问明日能否还款,明天同意,明天同意,6.1,同意明日还款,yes
7648,df,4.2,询问明日能否还款,好的知道了知道了我明天就可以了好吧,好的知道了我明天就可以了好吧,6.1,同意明日还款,yes
7649,df,4.2,询问明日能否还款,哦我明天觉得好嘛,哦我明天觉得好嘛,6.1,同意明日还款,yes
7650,benrenshoucui,4.2,询问明日能否还款,对吧明天怎么,对吧明天怎么,6.1,同意明日还款,yes
7651,benrenshoucui,4.2,询问明日能否还款,噢噢知道了明天,噢知道了明天,6.1,同意明日还款,yes
7652,benrenshoucui,4.2,询问明日能否还款,嗯嗯你放心吧明天我们明天明天还,嗯你放心吧明天我们明天还,6.1,同意明日还款,yes
7653,df,4.2,询问明日能否还款,哎就是我明天给你打过来明天改现在就想改过来,哎就是我明天给你打过来明天改现在就想改过来,6.1,同意明日还款,yes
7654,benrenshoucui,4.2,询问明日能否还款,啊明天应该可以吗,啊明天应该可以吗,6.1,同意明日还款,yes
7655,benrenshoucui,4.2,询问明日能否还款,恩好明天吧明天我处理部分好吧,恩好明天吧明天我处理部分好吧,6.1,同意明日还款,yes
7656,df,4.2,询问明日能否还款,啊明天能处理了,啊明天能处理了,6.1,同意明日还款,yes
7657,benrenshoucui,4.2,询问明日能否还款,不知道现在今明两天我给他安排好好,不知道现在今明两天我给他安排好好,6.1,同意明日还款,yes
7658,df,4.2,询问明日能否还款,我明天还钱,我明天还钱,6.1,同意明日还款,yes
7659,benrenshoucui,4.2,询问明日能否还款,我要明天我还能接,我要明天我还能接,6.1,同意明日还款,yes
7660,benrenshoucui,4.2,询问明日能否还款,我明天处理一下吧啊,我明天处理一下吧啊,6.1,同意明日还款,yes
7661,df,4.2,询问明日能否还款,哦哦我明天处理好吧今天有点走不开,哦我明天处理好吧今天有点走不开,6.1,同意明日还款,yes
7662,df,4.2,询问明日能否还款,你帮我收到啊我们啊我明天我就打给我好,你帮我收到啊我们啊我明天我就打给我好,6.1,同意明日还款,yes
7663,df,4.2,询问明日能否还款,我知道我说明天早上,我知道我说明天早上,6.1,同意明日还款,yes
7664,df,4.2,询问明日能否还款,今天应该不行了应该明天吧,今天应该不行了应该明天吧,6.1,同意明日还款,yes
7665,GHSC,4.2,询问明日能否还款,明天芝麻最低还款可以,明天芝麻最低还款可以,6.1,同意明日还款,yes
7666,df,4.2,询问明日能否还款,可能要过几天呢,可能要过几天呢,6.1,同意明日还款,yes
7667,df,4.2,询问明日能否还款,我明天钱上去接过去,我明天钱上去接过去,6.1,同意明日还款,yes
7668,benrenshoucui,4.2,询问明日能否还款,最迟明天上午好嘛我今天刚才老板他说今天给我嗯今天给我钱呢我这边不是作者作者和打包的那个工程被你这出现的时候今天去年就没有给我因为我们这好好几个月都每一次都是这个块钱我昨天我还没到我我,最迟明天上午好嘛我今天刚才老板他说今天给我嗯今天给我钱呢我这边不是作者和打包的那个工程被你这出现的时候今天去年就没有给我因为我们这好好几个月都每一次都是这个块钱我昨天我还没到我,6.1,同意明日还款,yes
7669,df,4.2,询问明日能否还款,对今天整支付行我明天下午不知道啊,对今天整支付行我明天下午不知道啊,6.1,同意明日还款,yes
7670,benrenshoucui,4.2,询问明日能否还款,嗯嗯后天可以出,嗯后天可以出,6.1,同意明日还款,yes
7671,df,4.2,询问明日能否还款,今天肯定都还不了到明天,今天肯定都还不了到明天,6.1,同意明日还款,yes
7672,RESC,4.2,询问明日能否还款,处理不了明天吧,处理不了明天吧,6.1,同意明日还款,yes
7673,RESC,4.2,询问明日能否还款,这还两天吧,这还两天吧,6.1,同意明日还款,yes
7674,benrenshoucui,4.2,询问明日能否还款,我明天吧好好好,我明天吧好好好,6.1,同意明日还款,yes
7675,df,4.2,询问明日能否还款,又明天,又明天,6.1,同意明日还款,yes
7676,benrenshoucui,4.2,询问明日能否还款,嘛到明天去,嘛到明天去,6.1,同意明日还款,yes
7677,df,4.2,询问明日能否还款,明天上午明天上午处理,明天上午明天上午处理,6.1,同意明日还款,yes
7678,benrenshoucui,4.2,询问明日能否还款,三天之内,三天之内,6.1,同意明日还款,yes
7679,benrenshoucui,4.2,询问明日能否还款,明天能明明天能决定能啊好了嗯,明天能明明天能决定能啊好了嗯,6.1,同意明日还款,yes
7680,df,4.2,询问明日能否还款,啊明天吧明天给你处理啊,啊明天吧明天给你处理啊,6.1,同意明日还款,yes
7681,benrenshoucui,4.2,询问明日能否还款,明天早上还吧现在还不上明天早着呢,明天早上还吧现在还不上明天早着呢,6.1,同意明日还款,yes
7682,df,4.2,询问明日能否还款,那后天吧,那后天吧,6.1,同意明日还款,yes
7683,benrenshoucui,4.2,询问明日能否还款,哎呦明天吧,哎呦明天吧,6.1,同意明日还款,yes
7684,GHSC,4.2,询问明日能否还款,啊明天八点钟之前可以,啊明天八点钟之前可以,6.1,同意明日还款,yes
7685,benrenshoucui,4.2,询问明日能否还款,明天吧明天吧好吧,明天吧明天吧好吧,6.1,同意明日还款,yes
7686,RESC,4.2,询问明日能否还款,明天能处理,明天能处理,6.1,同意明日还款,yes
7687,benrenshoucui,4.2,询问明日能否还款,你今天明天吧明天下午五点半之前,你今天明天吧明天下午五点半之前,6.1,同意明日还款,yes
7688,benrenshoucui,4.2,询问明日能否还款,今天不能得明天,今天不能得明天,6.1,同意明日还款,yes
7689,df,4.2,询问明日能否还款,嗯嗯我这两天处理一下吧,嗯我这两天处理一下吧,6.1,同意明日还款,yes
7690,df,4.2,询问明日能否还款,明天后天嘛就这个星期天吧周末,明天后天嘛就这个星期天吧周末,6.1,同意明日还款,yes
7691,df,4.2,询问明日能否还款,行行我这两天就,行行我这两天就,6.1,同意明日还款,yes
7692,df,4.2,询问明日能否还款,那你处理难处理,那你处理难处理,6.1,同意明日还款,yes
7693,benrenshoucui,4.2,询问明日能否还款,嗯明天明天,嗯明天,6.1,同意明日还款,yes
7694,df,4.2,询问明日能否还款,明天了明天早上来,明天了明天早上来,6.1,同意明日还款,yes
7695,df,4.2,询问明日能否还款,好好好明天,好好好明天,6.1,同意明日还款,yes
7696,benrenshoucui,4.2,询问明日能否还款,嗯下午收到信息了哎我明天中午之前把它肯定去好不好,嗯下午收到信息了哎我明天中午之前把它肯定去好不好,6.1,同意明日还款,yes
7697,RESC,4.2,询问明日能否还款,嗯明天明后天,嗯明天明后天,6.1,同意明日还款,yes
7698,df,4.2,询问明日能否还款,我今天的话遇到一点事我现在还在处理不了明天吧好吧,我今天的话遇到一点事我现在还在处理不了明天吧好吧,6.1,同意明日还款,yes
7699,df,4.2,询问明日能否还款,呃呃明天明天,呃明天,6.1,同意明日还款,yes
7700,benrenshoucui,4.2,询问明日能否还款,今天今天不要明天早上有吗,今天不要明天早上有吗,6.1,同意明日还款,yes
7701,benrenshoucui,4.2,询问明日能否还款,嗯下午快递明天早上八,嗯下午快递明天早上八,6.1,同意明日还款,yes
7702,RESC,4.2,询问明日能否还款,嗯过几天吧好吧谢谢,嗯过几天吧好吧谢谢,6.1,同意明日还款,yes
7703,df,4.2,询问明日能否还款,嗯今天嗯我姓吗明天吧,嗯今天嗯我姓吗明天吧,6.1,同意明日还款,yes
7704,benrenshoucui,4.2,询问明日能否还款,呃最迟明天吧,呃最迟明天吧,6.1,同意明日还款,yes
7705,benrenshoucui,4.2,询问明日能否还款,停电还不了吗跟你说二十五号左右吗,停电还不了吗跟你说二十五号左右吗,6.1,同意明日还款,yes
7706,GHSC,4.2,询问明日能否还款,这个明天呐,这个明天呐,6.1,同意明日还款,yes
7707,RESC,4.2,询问明日能否还款,时间都能过过两天,时间都能过两天,6.1,同意明日还款,yes
7708,df,4.2,询问明日能否还款,哦我明天就搞定好吧,哦我明天就搞定好吧,6.1,同意明日还款,yes
7709,RESC,4.2,询问明日能否还款,呃这两天就可以了,呃这两天就可以了,6.1,同意明日还款,yes
7710,benrenshoucui,4.2,询问明日能否还款,对明天我刚才打电话跟他说过了明天,对明天我刚才打电话跟他说过了明天,6.1,同意明日还款,yes
7711,benrenshoucui,4.2,询问明日能否还款,嗯要明天,嗯要明天,6.1,同意明日还款,yes
7712,df,4.2,询问明日能否还款,我知道知道是吧明天我就还上那边,我知道知道是吧明天我就还上那边,6.1,同意明日还款,yes
7713,benrenshoucui,4.2,询问明日能否还款,明天能行吧,明天能行吧,6.1,同意明日还款,yes
7714,benrenshoucui,4.2,询问明日能否还款,明天明天还上,明天还上,6.1,同意明日还款,yes
7715,df,4.2,询问明日能否还款,明天明天上午提现,明天上午提现,6.1,同意明日还款,yes
7716,df,4.2,询问明日能否还款,哦知道了这样我在外地的外地我要明天回家他明天我的应该非常卡号好吧,哦知道了这样我在外地的外地我要明天回家他明天我的应该非常卡号好吧,6.1,同意明日还款,yes
7717,benrenshoucui,4.2,询问明日能否还款,哎今天明天一顶,哎今天明天一顶,6.1,同意明日还款,yes
7718,benrenshoucui,4.2,询问明日能否还款,明天吧明天型明天晚上了,明天吧明天型明天晚上了,6.1,同意明日还款,yes
7719,RESC,4.2,询问明日能否还款,呃我两天之内处理,呃我两天之内处理,6.1,同意明日还款,yes
7720,benrenshoucui,4.2,询问明日能否还款,哦我今天刚看了信息让我现在在外地我今天下午没听清最晚明天上午九点的全称呢,哦我今天刚看了信息让我现在在外地我今天下午没听清最晚明天上午九点的全称呢,6.1,同意明日还款,yes
7721,benrenshoucui,4.2,询问明日能否还款,哦明天明天可以,哦明天可以,6.1,同意明日还款,yes
7722,df,4.2,询问明日能否还款,明天明天早上,明天早上,6.1,同意明日还款,yes
7723,benrenshoucui,4.2,询问明日能否还款,我明天还进去今天没有因为我这上班现在回家不了现金在家里,我明天还进去今天没有因为我这上班现在回家不了现金在家里,6.1,同意明日还款,yes
7724,benrenshoucui,4.2,询问明日能否还款,这两天,这两天,6.1,同意明日还款,yes
7725,df,4.2,询问明日能否还款,啊我知道我那个卡可能那边问题我到明天晚上下午去办,啊我知道我那个卡可能那边问题我到明天晚上下午去办,6.1,同意明日还款,yes
7726,df,4.2,询问明日能否还款,明天看情况吧因为工单的房这样子,明天看情况吧因为工单的房这样子,6.1,同意明日还款,yes
7727,df,4.2,询问明日能否还款,明天去明天的吗,明天去明天的吗,6.1,同意明日还款,yes
7728,benrenshoucui,4.2,询问明日能否还款,啊我知道我大概到明天或者后天取打进去,啊我知道我大概到明天或者后天取打进去,6.1,同意明日还款,yes
7729,df,4.2,询问明日能否还款,啊就明天明天你最终你你给我宽限两天吧就是过明天或者后天,啊就明天你最终你给我宽限两天吧就是过明天或者后天,6.1,同意明日还款,yes
7730,df,4.2,询问明日能否还款,明天下午还进去,明天下午还进去,6.1,同意明日还款,yes
7731,df,4.2,询问明日能否还款,明天我说了我现在但是这边是三十分钟不搞不好找因为我要要三个月的三十三百四里面,明天我说了我现在但是这边是三十分钟不搞不好找因为我要要三个月的三十三百四里面,6.1,同意明日还款,yes
7732,benrenshoucui,4.2,询问明日能否还款,我要明天明天,我要明天,6.1,同意明日还款,yes
7733,benrenshoucui,4.2,询问明日能否还款,哦对还算明天,哦对还算明天,6.1,同意明日还款,yes
7734,df,4.2,询问明日能否还款,零晚上就可以转过去,零晚上就可以转过去,6.1,同意明日还款,yes
7735,benrenshoucui,4.2,询问明日能否还款,嗯我说我明天明天给你,嗯我说我明天给你,6.1,同意明日还款,yes
7736,benrenshoucui,4.2,询问明日能否还款,我跟真正明天明天,我跟真正明天,6.1,同意明日还款,yes
7737,df,4.2,询问明日能否还款,明天明天上午明天上午给你们打过来,明天上午明天上午给你们打过来,6.1,同意明日还款,yes
7738,benrenshoucui,4.2,询问明日能否还款,啊明天吧,啊明天吧,6.1,同意明日还款,yes
7739,benrenshoucui,4.2,询问明日能否还款,恩行行行行好嘞,恩行行行行好嘞,6.1,同意明日还款,yes
7740,df,4.2,询问明日能否还款,好的十七号嘛反正七号搞定吗,好的十七号嘛反正七号搞定吗,6.1,同意明日还款,yes
7741,benrenshoucui,4.2,询问明日能否还款,这次明天吧嗯,这次明天吧嗯,6.1,同意明日还款,yes
7742,df,4.2,询问明日能否还款,有啊我明天明天转的帐里面说吧我现在有点字,有啊我明天转的帐里面说吧我现在有点字,6.1,同意明日还款,yes
7743,benrenshoucui,4.2,询问明日能否还款,嗯明天去解决不了问题,嗯明天去解决不了问题,6.1,同意明日还款,yes
7744,benrenshoucui,4.2,询问明日能否还款,到明天最晚明天会放进去,到明天最晚明天会放进去,6.1,同意明日还款,yes
7745,df,4.2,询问明日能否还款,明天应该可以吧明天后天样子,明天应该可以吧明天后天样子,6.1,同意明日还款,yes
7746,df,4.2,询问明日能否还款,哦明天能处理,哦明天能处理,6.1,同意明日还款,yes
7747,df,4.2,询问明日能否还款,明天差不多吧停电,明天差不多吧停电,6.1,同意明日还款,yes
7748,benrenshoucui,4.2,询问明日能否还款,明天还可以吧,明天还可以吧,6.1,同意明日还款,yes
7749,benrenshoucui,4.2,询问明日能否还款,明天的明天,明天的明天,6.1,同意明日还款,yes
7750,benrenshoucui,4.2,询问明日能否还款,哦哦不好意思啊我我当时还忘记了我家明天可以吗明天扣款可不可以,哦不好意思啊我当时还忘记了我家明天可以吗明天扣款可不可以,6.1,同意明日还款,yes
7751,benrenshoucui,4.2,询问明日能否还款,哦可能到明天早晨吧,哦可能到明天早晨吧,6.1,同意明日还款,yes
7752,df,4.2,询问明日能否还款,你帮我看下两天吧我后天就还上了,你帮我看下两天吧我后天就还上了,6.1,同意明日还款,yes
7753,df,4.2,询问明日能否还款,啊知道明天吧,啊知道明天吧,6.1,同意明日还款,yes
7754,df,4.2,询问明日能否还款,啊明天明天好吧明天,啊明天好吧明天,6.1,同意明日还款,yes
7755,RESC,4.2,询问明日能否还款,啊我现在人在外地我要明天或后天回去可以吗,啊我现在人在外地我要明天或后天回去可以吗,6.1,同意明日还款,yes
7756,df,4.2,询问明日能否还款,真明天你可以处理明天帮我快一点好吧,真明天你可以处理明天帮我快一点好吧,6.1,同意明日还款,yes
7757,df,4.2,询问明日能否还款,我明天处理好吧明天还款,我明天处理好吧明天还款,6.1,同意明日还款,yes
7758,benrenshoucui,4.2,询问明日能否还款,哎今天到明天可以吗,哎今天到明天可以吗,6.1,同意明日还款,yes
7759,RESC,4.2,询问明日能否还款,这两天两天,这两天,6.1,同意明日还款,yes
7760,benrenshoucui,4.2,询问明日能否还款,嗯再见嗯知道你你你明天我就办啊,嗯再见嗯知道你明天我就办啊,6.1,同意明日还款,yes
7761,benrenshoucui,4.2,询问明日能否还款,今天不能明天可以的,今天不能明天可以的,6.1,同意明日还款,yes
7762,df,4.2,询问明日能否还款,啊知道知道我是记录明天把它给早上去,啊知道我是记录明天把它给早上去,6.1,同意明日还款,yes
7763,benrenshoucui,4.2,询问明日能否还款,明天可以明天完全可以明天下午三点之前只是还款放心,明天可以明天完全可以明天下午三点之前只是还款放心,6.1,同意明日还款,yes
7764,benrenshoucui,4.2,询问明日能否还款,北京市明天早上好吧,北京市明天早上好吧,6.1,同意明日还款,yes
7765,df,4.2,询问明日能否还款,哦我把明天吧明天我就去网上下,哦我把明天吧明天我就去网上下,6.1,同意明日还款,yes
7766,df,4.2,询问明日能否还款,今天外面我现在外面呢估计要明天吧,今天外面我现在外面呢估计要明天吧,6.1,同意明日还款,yes
7767,df,4.2,询问明日能否还款,明天下午我,明天下午我,6.1,同意明日还款,yes
7768,benrenshoucui,4.2,询问明日能否还款,明天没事,明天没事,6.1,同意明日还款,yes
7769,df,4.2,询问明日能否还款,哎今天可能有点问题啊明天明天我进去处理,哎今天可能有点问题啊明天我进去处理,6.1,同意明日还款,yes
7770,RESC,4.2,询问明日能否还款,最近两天才可以,最近两天才可以,6.1,同意明日还款,yes
7771,RESC,4.2,询问明日能否还款,哦就这两天好吧,哦就这两天好吧,6.1,同意明日还款,yes
7772,RESC,4.2,询问明日能否还款,嗯我去我尽快处理吗啊,嗯我去我尽快处理吗啊,6.1,同意明日还款,yes
7773,df,4.2,询问明日能否还款,嗯那明天应该明天可以,嗯那明天应该明天可以,6.1,同意明日还款,yes
7774,GHSC,4.2,询问明日能否还款,嗯我想想办法好吧,嗯我想想办法好吧,6.1,同意明日还款,yes
7775,df,4.2,询问明日能否还款,哦我忘了我忘了行行行我知道了我嗯你今天明天吧明天给你打好吧,哦我忘了我忘了行行行我知道了我嗯你今天明天吧明天给你打好吧,6.1,同意明日还款,yes
7776,df,4.2,询问明日能否还款,你是已经申请了么你就申请延后一天就可以了,你是已经申请了么你就申请延后一天就可以了,6.1,同意明日还款,yes
7777,benrenshoucui,4.2,询问明日能否还款,我明天应该能的,我明天应该能的,6.1,同意明日还款,yes
7778,GHSC,4.2,询问明日能否还款,可以呀明天啊,可以呀明天啊,6.1,同意明日还款,yes
7779,df,4.2,询问明日能否还款,明天听到你们处理,明天听到你们处理,6.1,同意明日还款,yes
7780,RESC,4.2,询问明日能否还款,今晚怎么一下子没办法过两天我看我在现在找不到安慰工会工会主席的吗联系要求会借鉴一下,今晚怎么一下子没办法过两天我看我在现在找不到安慰工会工会主席的吗联系要求会借鉴一下,6.1,同意明日还款,yes
7781,RESC,4.2,询问明日能否还款,明天再处理了,明天再处理了,6.1,同意明日还款,yes
7782,df,4.2,询问明日能否还款,哦我忘记了忘记了我明天下午还是不行,哦我忘记了忘记了我明天下午还是不行,6.1,同意明日还款,yes
7783,GHSC,4.2,询问明日能否还款,明天明天明天保证一下,明天保证一下,6.1,同意明日还款,yes
7784,RESC,4.2,询问明日能否还款,嗯要晚一点啊,嗯要晚一点啊,6.1,同意明日还款,yes
7785,df,4.2,询问明日能否还款,啊知道明天就存了,啊知道明天就存了,6.1,同意明日还款,yes
7786,df,4.2,询问明日能否还款,明天我就把它处理一下,明天我就把它处理一下,6.1,同意明日还款,yes
7787,benrenshoucui,4.2,询问明日能否还款,明天行了好吧,明天行了好吧,6.1,同意明日还款,yes
7788,RESC,4.2,询问明日能否还款,嗯我这嗯就是说我明天把它处理好好吗,嗯我这嗯就是说我明天把它处理好好吗,6.1,同意明日还款,yes
7789,benrenshoucui,4.2,询问明日能否还款,知道我跟那边就是工作人员说了就是明天然后再给他那个嗯,知道我跟那边就是工作人员说了就是明天然后再给他那个嗯,6.1,同意明日还款,yes
7790,df,4.2,询问明日能否还款,今天看吧今天又还不上就明天,今天看吧今天又还不上就明天,6.1,同意明日还款,yes
7791,df,4.2,询问明日能否还款,哦我不知道我不知道你家我我这我我我这两天处理一下可以吗因为我现在人在外地,哦我不知道我不知道你家我这我这两天处理一下可以吗因为我现在人在外地,6.1,同意明日还款,yes
7792,df,4.2,询问明日能否还款,知道我知道了嗯喂你你你明天会后天我接你们客户先还款就可以了打电话了,知道我知道了嗯喂你明天会后天我接你们客户先还款就可以了打电话了,6.1,同意明日还款,yes
7793,benrenshoucui,4.2,询问明日能否还款,等两天吧,等两天吧,6.1,同意明日还款,yes
7794,benrenshoucui,4.2,询问明日能否还款,好我知道我要我要零应该事实上这还没收到要后天才有,好我知道我要我要零应该事实上这还没收到要后天才有,6.1,同意明日还款,yes
7795,RESC,4.2,询问明日能否还款,哦我知道我需要下个星期才能还,哦我知道我需要下个星期才能还,6.1,同意明日还款,yes
7796,df,4.2,询问明日能否还款,哦到明天明天今天到明天,哦到明天今天到明天,6.1,同意明日还款,yes
7797,benrenshoucui,4.2,询问明日能否还款,啊我明天早上去,啊我明天早上去,6.1,同意明日还款,yes
7798,df,4.2,询问明日能否还款,我知道我知道就这两天我明天后天后天回去或者,我知道就这两天我明天后天回去或者,6.1,同意明日还款,yes
7799,GHSC,4.2,询问明日能否还款,可以我们明天我明天去去去了再增加银行把那个那个那个声音咯只需要,可以我们明天我明天去了再增加银行把那个声音咯只需要,6.1,同意明日还款,yes
7800,df,4.2,询问明日能否还款,我明天能够明天能处理啊我跟你说了明天能够处理但是,我明天能够明天能处理啊我跟你说了明天能够处理但是,6.1,同意明日还款,yes
7801,benrenshoucui,4.2,询问明日能否还款,今天或者明天吧今天我本来不是明天早上明天下午三四点钟能不来不来的家,今天或者明天吧今天我本来不是明天早上明天下午三四点钟能不来的家,6.1,同意明日还款,yes
7802,benrenshoucui,4.2,询问明日能否还款,哎好的谢谢对,哎好的谢谢对,6.1,同意明日还款,yes
7803,df,4.2,询问明日能否还款,那今天明天吧今天给我签证都,那今天明天吧今天给我签证都,6.1,同意明日还款,yes
7804,benrenshoucui,4.2,询问明日能否还款,明天明天还吗,明天还吗,6.1,同意明日还款,yes
7805,GHSC,4.2,询问明日能否还款,明天晚上八点前可以,明天晚上八点前可以,6.1,同意明日还款,yes
7806,benrenshoucui,4.2,询问明日能否还款,今天不知道明天,今天不知道明天,6.1,同意明日还款,yes
7807,RESC,4.2,询问明日能否还款,因为后天吧明天后天这两天的,因为后天吧明天后天这两天的,6.1,同意明日还款,yes
7808,GHSC,4.2,询问明日能否还款,嗯嗯好那就在这几天吧,嗯好那就在这几天吧,6.1,同意明日还款,yes
7809,df,4.2,询问明日能否还款,明天明天我说,明天我说,6.1,同意明日还款,yes
7810,benrenshoucui,4.2,询问明日能否还款,哦明天吧我今天六点是,哦明天吧我今天六点是,6.1,同意明日还款,yes
7811,benrenshoucui,4.2,询问明日能否还款,哦明天上午吧,哦明天上午吧,6.1,同意明日还款,yes
7812,benrenshoucui,4.2,询问明日能否还款,嗯最迟明天,嗯最迟明天,6.1,同意明日还款,yes
7813,benrenshoucui,4.2,询问明日能否还款,啊行行行明天,啊行行行明天,6.1,同意明日还款,yes
7814,benrenshoucui,4.2,询问明日能否还款,明天或者,明天或者,6.1,同意明日还款,yes
7815,df,4.2,询问明日能否还款,嗯要可能要明天,嗯要可能要明天,6.1,同意明日还款,yes
7816,benrenshoucui,4.2,询问明日能否还款,我说明天好吧,我说明天好吧,6.1,同意明日还款,yes
7817,RESC,4.2,询问明日能否还款,下周一二,下周一二,6.1,同意明日还款,yes
7818,df,4.2,询问明日能否还款,知道知道明天明天应该明天可以,知道明天应该明天可以,6.1,同意明日还款,yes
7819,RESC,4.2,询问明日能否还款,呃明天也可以,呃明天也可以,6.1,同意明日还款,yes
7820,df,4.2,询问明日能否还款,好的那个多大的我明天早上给你听好不好因为现在我没有在里面,好的那个多大的我明天早上给你听好不好因为现在我没有在里面,6.1,同意明日还款,yes
7821,df,4.2,询问明日能否还款,你后天的后天的,你后天的后天的,6.1,同意明日还款,yes
7822,df,4.2,询问明日能否还款,啊我知道我现在因为在国外往往你们明天吧明天左右啊,啊我知道我现在因为在国外往往你们明天吧明天左右啊,6.1,同意明日还款,yes
7823,df,4.2,询问明日能否还款,今天不行可能到明天吧,今天不行可能到明天吧,6.1,同意明日还款,yes
7824,benrenshoucui,4.2,询问明日能否还款,我明天还进来吗明天哈就是明天,我明天还进来吗明天哈就是明天,6.1,同意明日还款,yes
7825,RESC,4.2,询问明日能否还款,您后天处理行不行,您后天处理行不行,6.1,同意明日还款,yes
7826,benrenshoucui,4.2,询问明日能否还款,明天明天我先现在,明天我先现在,6.1,同意明日还款,yes
7827,df,4.2,询问明日能否还款,明天晚上吧,明天晚上吧,6.1,同意明日还款,yes
7828,benrenshoucui,4.2,询问明日能否还款,嗯嗯我我跟明天中午之前还上吧,嗯我跟明天中午之前还上吧,6.1,同意明日还款,yes
7829,benrenshoucui,4.2,询问明日能否还款,知道我明天直接会处理好,知道我明天直接会处理好,6.1,同意明日还款,yes
7830,benrenshoucui,4.2,询问明日能否还款,哦知道知道我就这两天打进去,哦知道我就这两天打进去,6.1,同意明日还款,yes
7831,df,4.2,询问明日能否还款,啊对对对我我今今天明天去处理,啊对我今今天明天去处理,6.1,同意明日还款,yes
7832,benrenshoucui,4.2,询问明日能否还款,啊明天上午的好吧,啊明天上午的好吧,6.1,同意明日还款,yes
7833,df,4.2,询问明日能否还款,这都知道知道今天晚上的话明天是明天都得都是每天是给你们就行哦你现在说说我觉得这哦这,这都知道今天晚上的话明天是明天都得都是每天是给你们就行哦你现在说我觉得这哦这,6.1,同意明日还款,yes
7834,GHSC,4.2,询问明日能否还款,明天八点才能处理,明天八点才能处理,6.1,同意明日还款,yes
7835,benrenshoucui,4.2,询问明日能否还款,今天今天不一定能还上因为我的人我人弄啥联系到我原来说过两个月啊应该明天应该是明天今天是今天是十五号,今天不一定能还上因为我的人我人弄啥联系到我原来说过两个月啊应该明天应该是明天今天是今天是十五号,6.1,同意明日还款,yes
7836,df,4.2,询问明日能否还款,我知道我今天没空我明天我打不进去你先打钱就行吗,我知道我今天没空我明天我打不进去你先打钱就行吗,6.1,同意明日还款,yes
7837,df,4.2,询问明日能否还款,嗯嗯明天可以吗,嗯明天可以吗,6.1,同意明日还款,yes
